categoryId,name,description,vehicleType,order,icon,image
688bf07e20d85dee52256328,ADITIVOS DE ACEITE DE MOTOR,Aditivos de aceite de motor,car,116,oil-additive,
688bf07e20d85dee52256328,ADITIVOS DE TURBOCOMPRESOR,Aditivos de turbocompresor,car,117,turbo-additive,
688bf07e20d85dee52256328,KIT DE JUNTAS TÓRICAS DE LA CAMISA DEL CILINDRO,Kit de juntas tóricas de la camisa del cilindro,car,118,oring-kit,
688bf07e20d85dee52256328,RETÉN DE LA BOMBA DE ACEITE,Retén de la bomba de aceite,car,119,seal,
688bf07e20d85dee52256328,RETÉN DEL ÁRBOL INTERMEDIO,Retén del árbol intermedio,car,120,seal,
688bf07e20d85dee52256328,TORNILLOS PARA BIELA Y TURCA PARA BIELA,Tornillos para biela y tuerca para biela,car,121,bolt,
688bf07e20d85dee52256328,CAMISA DE CILINDRO,Camisa de cilindro,car,122,cylinder-liner,
688bf07e20d85dee52256328,CASQUILLO DE PIE DE BIELA,Casquillo de pie de biela,car,123,bearing,
688bf07e20d85dee52256328,BIELA,Biela,car,124,connecting-rod,
688bf07e20d85dee52256328,CIGÜEÑAL,Cigüeñal,car,125,crankshaft,
688bf07e20d85dee52256328,HERRAMIENTAS PARA MOTOR,Herramientas para motor,car,126,tools,
688bf07e20d85dee52256328,ÁRBOL INTERMEDIO DE COMPENSAIÓN Y ÁRBOL DE,Árbol intermedio de compensación y árbol de,car,127,intermediate-shaft,
688bf07e20d85dee52256328,TORNILLO DEL COJINETE DEL CIGÜEÑAL,Tornillo del cojinete del cigüeñal,car,128,bolt,
688bf07e20d85dee52256328,JUEGO DE JUNTAS CULATA,Juego de juntas de culata,car,129,head-gasket-set,
688bf07e20d85dee52256339,BOMBA DE COMBUSTIBLE,Bomba de combustible,car,130,fuel-pump,
688bf07e20d85dee52256339,INYECTORES,Inyectores de combustible,car,131,injector,
688bf07e20d85dee52256339,BOMBA DE INYECCIÓN,Bomba de inyección de combustible,car,132,injection-pump,
688bf07e20d85dee52256339,CAUDALÍMETRO,Caudalímetro de combustible,car,133,flow-meter,
688bf07e20d85dee52256339,CUERPO DE MARAPISO,Cuerpo de mariposa,car,134,throttle-body,
688bf07e20d85dee52256339,JUNTA DE INYECTOR,Junta del inyector,car,135,gasket,
688bf07e20d85dee52256339,TUBO DE RETORNO DE COMBUSTIBLE,Tubo de retorno de combustible,car,136,return-tube,
688bf07e20d85dee52256339,RELÉ DE BOMBA DE COMBUSTIBLE,Relé de bomba de combustible,car,137,relay,
688bf07e20d85dee52256339,JUNTA DE LA BOMBA DE COMBUSTIBLE,Junta de la bomba de combustible,car,138,gasket,
688bf07e20d85dee52256339,SONDA LAMBDA,Sonda lambda,car,139,lambda-sensor,
688bf07e20d85dee52256339,SENSOR TPS,Sensor TPS,car,140,sensor,
688bf07e20d85dee52256339,ARANDELA DEL INYECTOR,Arandela del inyector,car,141,washer,
688bf07e20d85dee52256339,REGULADOR DE PRESIÓN DE COMBUSTIBLE,Regulador de presión de combustible,car,142,pressure-regulator,
688bf07e20d85dee52256339,KIT DE REPARACIÓN DEL INYECTOR,Kit de reparación del inyector,car,143,injector-repair-kit,
688bf07e20d85dee52256339,RAMPA DE INYECTOR,Rampa de inyector,car,144,injector-rail,
688bf07e20d85dee52256339,RAMPA DE INYECCIÓN,Rampa de inyección,car,145,injection-rail,
688bf07e20d85dee52256339,ACUMULADOR DE PRESIÓN DE COMBUSTIBLE,Acumulador de presión de combustible,car,146,pressure-accumulator,
688bf07e20d85dee52256339,FILTRO DE COMBUSTIBLE,Filtro de combustible,car,147,fuel-filter,
688bf07e20d85dee52256339,VÁLVULA DEL FILTRO DE ACEITE Y JUNTA,Válvula del filtro de aceite y junta,car,148,valve,
688bf07e20d85dee52256339,DEPOSITO DE COMBUSTIBLE,Depósito de combustible,car,149,fuel-tank,
688bf07e20d85dee52256339,TAPA DE DEPÓSITO DE COMBUSTIBLE,Tapa del depósito de combustible,car,150,cap,
688bf07e20d85dee52256339,VÁLVULA DE VENTILACIÓN DEL DEPÓSITO DEL COMBUSTIBLE,Válvula de ventilación del depósito de combustible,car,151,vent-valve,
688bf07e20d85dee52256339,SENSOR DE LA PRESIÓN DEL COMBUSTIBLE,Sensor de la presión del combustible,car,152,sensor,
688bf07e20d85dee52256339,SENSOR DE NIVEL DE COMBUSTIBLE,Sensor de nivel de combustible,car,153,sensor,
688bf07e20d85dee52256339,SENSOR DEL PEDAL DE ACELERADOR,Sensor del pedal de acelerador,car,154,sensor,
688bf07e20d85dee52256339,SENSOR DE TEMPERATURA DEL COMBUSTIBLE,Sensor de temperatura del combustible,car,155,sensor,
688bf07e20d85dee52256339,JUNTA DEL AFORADOR DE COMBUSTIBLE,Junta del aforador de combustible,car,156,gasket,
688bf07e20d85dee52256339,UNIDAD DEL CONTROL MANDO DE MOTOR,Unidad de control y mando del motor,car,157,ecu,
688bf07e20d85dee52256339,PIEZAS DEL CARBURADOR,Piezas del carburador,car,158,carburetor-parts,
688bf07e20d85dee52256339,KIT DE REPARACIÓN DEL CARBURADOR,Kit de reparación del carburador,car,159,carburetor-repair-kit,
688bf07e20d85dee52256339,BRIDA DE CARBURADOR,Brida de carburador,car,160,carburetor-flange,
688bf07e20d85dee52256339,LÍQUIDO DE ESCAPE DIPESEL / ADBLUE,Líquido de escape diésel / AdBlue,car,161,adblue,
688bf07e20d85dee52256339,ADITIVOS DE COMBUSTIBLE,Aditivos de combustible,car,162,fuel-additive,
688bf07e20d85dee52256339,JUEGO DE REPARACIÓN DE BOMBA DE COMBUSTIBLE,Juego de reparación de bomba de combustible,car,163,fuel-pump-repair-kit,
688bf07e20d85dee52256339,VÁLVULA DE CORTE DE INYECCIÓN,Válvula de corte de inyección,car,164,cutoff-valve,
688bf07e20d85dee52256339,TERMOSTATO ENRIQUECIMIENTO ARRANQUE EN FRIO,Termostato de enriquecimiento para arranque en frío,car,165,thermostat,
688bf07e20d85dee52256339,SENSOR DE AGUA SISTEMA DE COMBUSTIBLE,Sensor de agua del sistema de combustible,car,166,sensor,
688bf07e20d85dee52256339,JUNTA DE LA TUBERÍA DE COMBUSTIBLE,Junta de la tubería de combustible,car,167,gasket,
688bf07e20d85dee52256339,BISAGRA DE DEPÓSITO,Bisagra del depósito,car,168,hinge,
688bf07e20d85dee52256339,JUNTA TÓRICA DE LA BOMBA DE INYECCIÓN,Junta tórica de la bomba de inyección,car,169,oring,
688bf07e20d85dee52256339,ELEMENTO DE AJUSTE DE LA MARIPOSA,Elemento de ajuste de la mariposa,car,170,throttle-adjustment,
688bf07e20d85dee52256339,REGULADOR RELENTÍ,Regulador de ralentí,car,171,idle-regulator,
688bf07e20d85dee52256339,SISTEMA DE INYECCIÓN,Sistema de inyección,car,172,injection-system,
688bf07e20d85dee52256339,SENSOR DE PRESIÓN DEPÓSITO DE COMBUSTIBLE,Sensor de presión del depósito de combustible,car,173,sensor,
688bf07e20d85dee52256339,HERRAMIENTAS PARA EL SISTEMA DE COMBUSTIBLE,Herramientas para el sistema de combustible,car,174,tools,
688bf07e20d85dee52256331,Bomba de agua + Kit de distribución,Kit completo de bomba de agua y distribución,car,175,water-pump,
688bf07e20d85dee52256331,KIT DE DISTRIBUCIÓN,Kit completo de distribución,car,176,timing-belt,
688bf07e20d85dee52256331,BOMBA DE AGUA,Bomba de agua,car,177,water-pump,
688bf07e20d85dee52256331,CORREA DE DISTRIBUCIÓN,Correa de distribución,car,178,timing-belt,
688bf07e20d85dee52256331,CORREA POLY V,Correa poly V,car,179,poly-v-belt,
688bf07e20d85dee52256331,KIT DE CORREA POLY V,Kit completo de correa poly V,car,180,poly-v-kit,
688bf07e20d85dee52256331,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,181,tensioner,
688bf07e20d85dee52256331,TENSOR DE LA CORREA DE DISTRIBUCIÓN,Tensor de la correa de distribución,car,182,tensioner,
688bf07e20d85dee52256331,POLEA INVERSIÓN / GUÍA CORREA DE DISTRIBUCÍON,Polea de inversión y guía para correa de distribución,car,183,pulley,
688bf07e20d85dee52256331,AMORTIGUADOR HIDRÁULICO,Amortiguador hidráulico,car,184,hydraulic-damper,
688bf07e20d85dee52256331,TAPA DE CORREA DE DISTRIBUCIÓN,Tapa de correa de distribución,car,185,cover,
688bf07e20d85dee52256331,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,186,tensioner,
688bf07e20d85dee52256331,TENSOR DE CORREA,Tensor de correa,car,187,tensioner,
688bf07e20d85dee52256331,POLEA DE INVERSIÓN,Polea de inversión,car,188,pulley,
688bf07e20d85dee52256331,CORREA TRAPEZOIDAL,Correa trapezoidal,car,189,belt,
688bf07e20d85dee52256331,AMORTIGUADOR DE LA CORREA TRAPECIAL POLI V,Amortiguador de la correa trapecial poli V,car,190,damper,
688bf07e20d85dee52256331,RODILLO GUÍA / DESVIACIÓN CORREA TRAPECIAL,Rodillo guía y desviación para correa trapecial,car,191,roller,
688bf07e20d85dee52256331,KIT DE MONTAJE DE LA CADENA DE DISTRIBUCIÓN,Kit de montaje de la cadena de distribución,car,192,timing-chain-kit,
688bf07e20d85dee52256331,TENSOR DE CADENA DE DISTRIBUCIÓN,Tensor de cadena de distribución,car,193,tensioner,
688bf07e20d85dee52256331,CADENA DE ACCIONAMIENTO,Cadena de accionamiento,car,194,drive-chain,
688bf07e20d85dee52256331,CARRIL DE DESLIZAMIENTO,Carril de deslizamiento,car,195,rail,
688bf07e20d85dee52256331,POLEA DE CIGÜEÑAL,Polea del cigüeñal,car,196,pulley,
688bf07e20d85dee52256331,POLEA LIBRE DEL ALTERNADOR,Polea libre del alternador,car,197,pulley,
688bf07e20d85dee52256331,TORNILLO DE POLEA,Tornillo de polea,car,198,bolt,
688bf07e20d85dee52256331,POLEA SERVOBOMBA,Polea de servobomba,car,199,pulley,
688bf07e20d85dee52256331,MANGUITO FLEXIBLE ACOPLAMIENTO,Manguito flexible de acoplamiento,car,200,flexible-coupling,
688bf07e20d85dee52256331,JUNA DE TENSOR DE LA CADENA DE DISTRIBUCIÓN,Junta del tensor de la cadena de distribución,car,201,gasket,
688bf07e20d85dee52256331,POLEA TENSORA CORREA TRAPEZOIDAL,Polea tensora para correa trapezoidal,car,202,tensioner,
688bf07e20d85dee52256331,HERRAMIENTAS PARA CORREAS / CADENAS,Herramientas para correas y cadenas,car,203,tools,
688bf07e20d85dee52256324,NEUMÁTICOS,Neumáticos para vehículos,car,204,tires,
688bf07e20d85dee52256324,TAPACUBOS,Tapacubos para ruedas,car,205,hubcap,
688bf07e20d85dee52256324,JUEGO DE FUNDAS PARA NEUMÁTICOS,Juego de fundas para neumáticos,car,206,tire-covers,
688bf07e20d85dee52256324,CUÑAS PARA RUEDAS,Cuñas para ruedas,car,207,wheel-chock,
688bf07e20d85dee52256324,LLAVES DE CRUCETA,Llaves de cruceta,car,208,wheel-wrench,
688bf07e20d85dee52256324,CADENAS PARA NIEVE,Cadenas para nieve,car,209,snow-chains,
688bf07e20d85dee52256324,GATO PARA COCHES,Gato para coches,car,210,jack,
688bf07e20d85dee52256324,COMPRESOR DE AIRE,Compresor de aire,car,211,air-compressor,
688bf07e20d85dee52256324,KIT DE REPARACIÓN DE NEUMÁTICO,Kit de reparación de neumático,car,212,tire-repair-kit,
688bf07e20d85dee52256324,TORNILLOS DE RUEDA,Tornillos de rueda,car,213,wheel-bolt,
688bf07e20d85dee52256324,ENSANCHAMIENTO ANCHO VÍA,Ensanchamiento de ancho de vía,car,214,wheel-spacer,
688bf07e20d85dee52256324,PRODUCTOS DE LIMPIEZA Y CUIDADO INTERIOR DE AUT,Productos de limpieza y cuidado interior de automóviles,car,215,interior-cleaner,
688bf07e20d85dee52256324,PASTA DE MONTAJE PARA TUBOS DE ESCAPE,Pasta de montaje para tubos de escape,car,216,exhaust-paste,
688bf07e20d85dee52256324,ADHEVISO DE CAUCHO,Adhesivo de caucho,car,217,rubber-adhesive,
688bf07e20d85dee52256324,CONTROL DE PRESIÓN DE NEUMÁTICOS,Control de presión de neumáticos,car,218,tire-pressure-monitor,
688bf07e20d85dee52256324,TUERCAS DE RUEDA,Tuercas de rueda,car,219,wheel-nut,
688bf07e20d85dee52256325,DISCOS DE FRENOS,Discos de frenos,car,220,brake-disc,
688bf07e20d85dee52256325,PASTILLAS DE FRENO,Pastillas de freno,car,221,brake-pad,
688bf07e20d85dee52256325,KIT DE REPARACIÓN PINZA DE FRENOS,Kit de reparación de pinza de frenos,car,222,brake-caliper-repair-kit,
688bf07e20d85dee52256325,ÉMBOLO PINZA DE FRENO,Émbolo de pinza de freno,car,223,brake-piston,
688bf07e20d85dee52256325,PASADOR DE PASTILLAS DE FRENO,Pasador de pastillas de freno,car,224,brake-pin,
688bf07e20d85dee52256325,SOPORTE PINZA DWE FRENO,Soporte de pinza de freno,car,225,brake-bracket,
688bf07e20d85dee52256325,INTERRUPTOR DE LUZ DE FRENO,Interruptor de luz de freno,car,226,brake-light-switch,
688bf07e20d85dee52256325,JUEGO DE FRENOS,Juego de frenos,car,227,brake-kit,
688bf07e20d85dee52256325,PROTECTOR DE DISCO DE FRENO,Protector de disco de freno,car,228,brake-disc-protector,
688bf07e20d85dee52256325,ZAPATAS DE FRENO,Zapatas de freno,car,229,brake-shoe,
688bf07e20d85dee52256325,TAMBOR DE FRENO,Tambor de freno,car,230,brake-drum,
688bf07e20d85dee52256325,JUEGO DE ACCESORIOS ZAPATAS DE FRENO,Juego de accesorios para zapatas de freno,car,231,brake-shoe-kit,
688bf07e20d85dee52256325,KIT DE FRENO DE TAMBOR,Kit de freno de tambor,car,232,brake-drum-kit,
688bf07e20d85dee52256325,LATIGUILLOS DE FRENO,Látiguillos de freno,car,233,brake-hose,
688bf07e20d85dee52256325,LIQUIDO DE FRENO,Líquido de freno,car,234,brake-fluid,
688bf07e20d85dee52256325,TUBERIAS DE FRENO,Tuberías de freno,car,235,brake-pipe,
688bf07e20d85dee52256325,ACUMULADOR DE PRESIÓN DEL SISTEMA DE FRENOS,Acumulador de presión del sistema de frenos,car,236,brake-pressure-accumulator,
688bf07e20d85dee52256325,CABLE DE FRENO DE MANO,Cable de freno de mano,car,237,handbrake-cable,
688bf07e20d85dee52256325,ZAPATAS DE FRENO DE MANO,Zapatas de freno de mano,car,238,handbrake-shoe,
688bf07e20d85dee52256325,MANDO DEL FRENO MANO ELÉCTRO,Mando del freno de mano eléctrico,car,239,handbrake-lever,
688bf07e20d85dee52256325,SENSOR ABS,Sensor ABS,car,240,abs-sensor,
688bf07e20d85dee52256325,ANILLO DE SENSOR DE ABS,Anillo de sensor de ABS,car,241,abs-ring,
688bf07e20d85dee52256325,MODULO ABS,Módulo ABS,car,242,abs-module,
688bf07e20d85dee52256325,CILINDRO PRINCIPAL DE FRENO,Cilindro principal de freno,car,243,brake-master-cylinder,
688bf07e20d85dee52256325,KIT DE REPARACIÓN DE FRENO,Kit de reparación de freno,car,244,brake-repair-kit,
688bf07e20d85dee52256325,KIT DE REPARACIÓN DE LA BOMBA DE FRENO,Kit de reparación de la bomba de freno,car,245,brake-pump-repair-kit,
688bf07e20d85dee52256325,DEPOSITO LIQUIDO DE FRENOS,Depósito de líquido de frenos,car,246,brake-fluid-reservoir,
688bf07e20d85dee52256325,CILINDRO DE FRENO RUEDA,Cilindro de freno de rueda,car,247,brake-wheel-cylinder,
688bf07e20d85dee52256325,KIT DE REPARACIÓN DEL BOMBIN DE FRENO,Kit de reparación del bombín de freno,car,248,brake-cylinder-repair-kit,
