categoryId,name,description,vehicleType,order,icon,image
688be19c6ac83beacbf4fb3c,JUNTA DE TAPA DE BALANCINES,Junta de tapa de balancines,car,22,gasket,
688be19c6ac83beacbf4fb3c,JUNTA DE CULATA,Junta de culata del motor,car,23,head-gasket,
688be19c6ac83beacbf4fb3c,TAQUÉS HIDRÁULICOS,Taqués hidráulicos,car,24,tappet,
688be19c6ac83beacbf4fb3c,RETENES DE VALVULAS,Retenes de válvulas,car,25,seal,
688be19c6ac83beacbf4fb3c,TORNILLOS DE CULATA,Tornillos de culata,car,26,bolt,
688be19c6ac83beacbf4fb3c,BALANCINES,Balancines del motor,car,27,rocker,
688be19c6ac83beacbf4fb3c,VÁLVULA DE ESCAPE,Válvula de escape,car,28,valve,
688be19c6ac83beacbf4fb3c,VÁLVULA DE ADMISIÓN,Válvula de admisión,car,29,valve,
688be19c6ac83beacbf4fb3c,JUNTA DE VÁLVULAS Y GUIA DE VÁVULAS AJUSTES DE,Junta de válvulas y guía de válvulas,car,30,gasket,
688be19c6ac83beacbf4fb3c,ARBBOL DE LEVAS,Árbol de levas,car,31,camshaft,
688be19c6ac83beacbf4fb3c,RETÉN DE ÁRBOL DE LEVAS,Retén del árbol de levas,car,32,seal,
688be19c6ac83beacbf4fb3c,TAPA DE LLENADO DE ACEITE,Tapa de llenado de aceite,car,33,cap,
688be19c6ac83beacbf4fb3c,SEMICONO DE FIJACIÓN DE LA VÁLVULA,Semicono de fijación de la válvula,car,34,cone,
688be19c6ac83beacbf4fb3c,CULATA,Culata del motor,car,35,cylinder-head,
688be19c6ac83beacbf4fb3c,TAPA DE BALANCINES,Tapa de balancines,car,36,cover,
688be19c6ac83beacbf4fb3c,COJINETES DEL ÁRBOL DE LEVAS,Cojinetes del árbol de levas,car,37,bearing,
688be19c6ac83beacbf4fb3c,RETÉN DE CIGÜEÑAL,Retén del cigüeñal,car,38,seal,
688be19c6ac83beacbf4fb3c,SEGMENTOS DE PISTON,Segmentos de pistón,car,39,piston-ring,
688be19c6ac83beacbf4fb3c,JUEGOS DE JUNTAS DE MOTOR,Juegos de juntas del motor,car,40,gasket-set,
688be19c6ac83beacbf4fb3c,PISTÓNS,Pistones del motor,car,41,piston,
688be19c6ac83beacbf4fb3c,JUEGO COMPLETO DE JUNTAS DE MOTOR,Juego completo de juntas del motor,car,42,gasket-set,
688be19c6ac83beacbf4fb3c,VOLANTE BIMASA,Volante bimasa,car,43,flywheel,
688be19c6ac83beacbf4fb3c,APOYO DEL CIGÜEÑAL,Apoyo del cigüeñal,car,44,bearing,
688be19c6ac83beacbf4fb3c,DISCOS DEL CIGÜEÑAL,Discos del cigüeñal,car,45,disk,
688be19c6ac83beacbf4fb3c,BLOQUE MOTOR,Bloque del motor,car,46,engine-block,
688be19c6ac83beacbf4fb3c,ACEITE DE MOTOR,Aceite para el motor,car,47,oil,
688be19c6ac83beacbf4fb3c,CÉRTER DE ACEITE,Cárter de aceite,car,48,oil-pan,
688be19c6ac83beacbf4fb3c,TAPON DE CÁRTER,Tapón del cárter,car,49,plug,
688be19c6ac83beacbf4fb3c,BOMBA DE ACEITE,Bomba de aceite del motor,car,50,oil-pump,
688be19c6ac83beacbf4fb3c,ARANDELA DE TAPON DE CÉRTER,Arandela del tapón del cárter,car,51,washer,
688be19c6ac83beacbf4fb3c,VARILLA DE ACEITE,Varilla de aceite,car,52,dipstick,
688be19c6ac83beacbf4fb3c,JUNTA DEL CÁRTER,Junta del cárter,car,53,gasket,
688be19c6ac83beacbf4fb3c,SENSOR DE PRESIÓN DE ACEITE,Sensor de presión de aceite,car,54,sensor,
688be19c6ac83beacbf4fb3c,ENFRIADOR DE ACEITE,Enfriador de aceite,car,55,oil-cooler,
688be19c6ac83beacbf4fb3c,SENSOR DEL NIVEL DE ACEITE DEL MOTOR,Sensor del nivel de aceite del motor,car,56,sensor,
688be19c6ac83beacbf4fb3c,TUBO DE ASPIRACÓN DE BOMBA DEL ACEITE,Tubo de aspiración de la bomba de aceite,car,57,tube,
688be19c6ac83beacbf4fb3c,CORREA TRAPEZOIDAL,Correa trapezoidal,car,58,belt,
688be19c6ac83beacbf4fb3c,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,59,tensioner,
688be19c6ac83beacbf4fb3c,TENSOR DE CORREA,Tensor de correa,car,60,tensioner,
688be19c6ac83beacbf4fb3c,POLEA DE INVERSIÓN,Polea de inversión,car,61,pulley,
688be19c6ac83beacbf4fb3c,JUNTA DE TURBOCOMPRESOR,Junta del turbocompresor,car,62,gasket,
688be19c6ac83beacbf4fb3c,TRANSDUCTOR DE PRESIÓN,Transductor de presión,car,63,transducer,
688be19c6ac83beacbf4fb3c,MANGUERA TURBO,Manguera del turbo,car,64,hose,
688be19c6ac83beacbf4fb3c,SENSOR DE PRESIÓN DE ADMISIÓN,Sensor de presión de admisión,car,65,sensor,
688be19c6ac83beacbf4fb3c,SENSOR DE PRESIÓN DEL AIRE DE ADMISIÓN,Sensor de presión del aire de admisión,car,66,sensor,
688be19c6ac83beacbf4fb3c,CABLE DEL ACELERADOR,Cable del acelerador,car,67,cable,
688be19c6ac83beacbf4fb3c,VÁLVULA DE ALIVIO,Válvula de alivio,car,68,valve,
688be19c6ac83beacbf4fb3c,BOMBA DE AGUA,Bomba de agua del motor,car,69,water-pump,
688be19c6ac83beacbf4fb3c,TERMOSTATO,Termostato del motor,car,70,thermostat,
688be19c6ac83beacbf4fb3c,RADIADOR DE MOTOR,Radiador del motor,car,71,radiator,
688be19c6ac83beacbf4fb3c,JUEGO DE MONTAJE TURBOCOMPRESOR,Juego de montaje del turbocompresor,car,72,turbo-kit,
688be19c6ac83beacbf4fb3c,VASO DE EXPASIÓN,Vaso de expansión,car,73,expansion-tank,
688be19c6ac83beacbf4fb3c,SENSOR DE TEMPERATURA DEL REFRIGERANTE,Sensor de temperatura del refrigerante,car,74,sensor,
688be19c6ac83beacbf4fb3c,ANTICOGELNATE,Anticongelante,car,75,antifreeze,
688be19c6ac83beacbf4fb3c,VENTILADOR DEL RADIADOR,Ventilador del radiador,car,76,fan,
688be19c6ac83beacbf4fb3c,TAPA DE DEPOSITO DE AGUA,Tapa del depósito de agua,car,77,cap,
688be19c6ac83beacbf4fb3c,MANGUITOS DE RADIADOR,Manguitos del radiador,car,78,hose,
688be19c6ac83beacbf4fb3c,JUNTA DE AGUA REFRIGERANTE,Junta de agua refrigerante,car,79,gasket,
688be19c6ac83beacbf4fb3c,EMBRAGUE DEL VENTILADOR,Embrague del ventilador,car,80,clutch,
688be19c6ac83beacbf4fb3c,TERMOCONTACTO VENTILADO,Termocontacto ventilado,car,81,thermo-switch,
688be19c6ac83beacbf4fb3c,BOBINA DE ENCENDIDO,Bobina de encendido,car,82,ignition-coil,
688be19c6ac83beacbf4fb3c,BUJÍA DE ENCENDIDO,Bujía de encendido,car,83,spark-plug,
688be19c6ac83beacbf4fb3c,BUJÍA DE PRECALENTAMIENTO,Bujía de precalentamiento,car,84,glow-plug,
688be19c6ac83beacbf4fb3c,SENSOR DE ARBOL DE LEVAS,Sensor del árbol de levas,car,85,sensor,
688be19c6ac83beacbf4fb3c,CABLES DE BUJÍAS,Cables de bujías,car,86,spark-plug-wire,
688be19c6ac83beacbf4fb3c,SENSOR DE CIGÜEÑAL,Sensor del cigüeñal,car,87,sensor,
688be19c6ac83beacbf4fb3c,TAPA DE DELCO,Tapa del delco,car,88,cap,
688be19c6ac83beacbf4fb3c,ROTOR DE DISTRIBUCIÓN,Rotor de distribución,car,89,rotor,
688be19c6ac83beacbf4fb3c,FILTRO DE ACEITE,Filtro de aceite,car,90,oil-filter,
688be19c6ac83beacbf4fb3c,FILTRO DE AIRE,Filtro de aire,car,91,air-filter,
688be19c6ac83beacbf4fb3c,FILTRO DE COMBUSTIBLE,Filtro de combustible,car,92,fuel-filter,
688be19c6ac83beacbf4fb3c,SISTEMA DE VENTILACIÓN DE CÁRTER,Sistema de ventilación del cárter,car,93,ventilation,
688be19c6ac83beacbf4fb3c,JUNTA DE COLECTOR DE ADMISIÓN,Junta del colector de admisión,car,94,gasket,
688be19c6ac83beacbf4fb3c,JUNTA DE COLECTOR DE ESCAPE,Junta del colector de escape,car,95,gasket,
688be19c6ac83beacbf4fb3c,COLECTORES DE ADMISIÓN,Colectores de admisión,car,96,manifold,
688be19c6ac83beacbf4fb3c,VÁLVULA DE REGULACIÓN DEL AIRE DE ADMISIÓN,Válvula de regulación del aire de admisión,car,97,valve,
688be19c6ac83beacbf4fb3c,SISTEMA ELÉCTRICO DEL MOTOR,Sistema eléctrico del motor,car,98,electrical,
688be19c6ac83beacbf4fb3c,SONDA LAMBDA,Sonda lambda,car,99,lambda-sensor,
688be19c6ac83beacbf4fb3c,JUNTA INYECTOR,Junta del inyector,car,100,gasket,
688be19c6ac83beacbf4fb3c,BOMBA DE INYECCIÓN,Bomba de inyección,car,101,injection-pump,
688be19c6ac83beacbf4fb3c,REGULADOR DE PRESIÓN DE COMBUSTIBLE,Regulador de presión de combustible,car,102,pressure-regulator,
688be19c6ac83beacbf4fb3c,VÁLVULA EGR,Válvula EGR,car,103,egr-valve,
688be19c6ac83beacbf4fb3c,REFRIGERADOR DE GAS DE ESCAPE,Refrigerador de gas de escape,car,104,exhaust-cooler,
688be19c6ac83beacbf4fb3c,POLEA DE CIGÜEÑAL,Polea del cigüeñal,car,105,pulley,
688be19c6ac83beacbf4fb3c,TORNILLO DE LA POLEA,Tornillo de la polea,car,106,bolt,
688be19c6ac83beacbf4fb3c,DEPRESOR DE FRENO,Depresor de freno,car,107,brake-booster,
688be19c6ac83beacbf4fb3c,SELLADOR PARA EL BLOQUE DEL MOTOR,Sellador para el bloque del motor,car,108,sealant,
688be19c6ac83beacbf4fb3c,SELLADOR DE USO GENERAL,Sellador de uso general,car,109,sealant,
688be19c6ac83beacbf4fb3c,FIJADORES DE ROSCA,Fijadores de rosca,car,110,thread-locker,
688be19c6ac83beacbf4fb3c,PRODUCTOS DE LIMPIEZA DEL MOTOR Y SISTEMA,Productos de limpieza del motor y sistema,car,111,cleaner,
688be19c6ac83beacbf4fb3c,TINTURA DE DETECCIÓN DE FUGAS,Tintura de detección de fugas,car,112,leak-detector,
688be19c6ac83beacbf4fb3c,PRODUCTO RECTIFICADOR DE VÁLVULAS,Producto rectificador de válvulas,car,113,valve-grinding,
688be19c6ac83beacbf4fb3c,SPRAYS Y AEROSOLES TÉCNICOS,Sprays y aerosoles técnicos,car,114,spray,
688be19c6ac83beacbf4fb3c,PINTUA DEL MOTOR Y ALTA TEMPERATURA,Pintura del motor y alta temperatura,car,115,high-temp-paint,
688be19c6ac83beacbf4fb3c,ADITIVOS DE ACEITE DE MOTOR,Aditivos de aceite de motor,car,116,oil-additive,
688be19c6ac83beacbf4fb3c,ADITIVOS DE TURBOCOMPRESOR,Aditivos de turbocompresor,car,117,turbo-additive,
688be19c6ac83beacbf4fb3c,KIT DE JUNTAS TÓRICAS DE LA CAMISA DEL CILINDRO,Kit de juntas tóricas de la camisa del cilindro,car,118,oring-kit,
688be19c6ac83beacbf4fb3c,RETÉN DE LA BOMBA DE ACEITE,Retén de la bomba de aceite,car,119,seal,
688be19c6ac83beacbf4fb3c,RETÉN DEL ÁRBOL INTERMEDIO,Retén del árbol intermedio,car,120,seal,
688be19c6ac83beacbf4fb3c,TORNILLOS PARA BIELA Y TURCA PARA BIELA,Tornillos para biela y tuerca para biela,car,121,bolt,
688be19c6ac83beacbf4fb3c,CAMISA DE CILINDRO,Camisa de cilindro,car,122,cylinder-liner,
688be19c6ac83beacbf4fb3c,CASQUILLO DE PIE DE BIELA,Casquillo de pie de biela,car,123,bearing,
688be19c6ac83beacbf4fb3c,BIELA,Biela,car,124,connecting-rod,
688be19c6ac83beacbf4fb3c,CIGÜEÑAL,Cigüeñal,car,125,crankshaft,
688be19c6ac83beacbf4fb3c,HERRAMIENTAS PARA MOTOR,Herramientas para motor,car,126,tools,
688be19c6ac83beacbf4fb3c,ÁRBOL INTERMEDIO DE COMPENSAIÓN Y ÁRBOL DE,Árbol intermedio de compensación y árbol de,car,127,intermediate-shaft,
688be19c6ac83beacbf4fb3c,TORNILLO DEL COJINETE DEL CIGÜEÑAL,Tornillo del cojinete del cigüeñal,car,128,bolt,
688be19c6ac83beacbf4fb3c,JUEGO DE JUNTAS CULATA,Juego de juntas de culata,car,129,head-gasket-set,
688be19c6ac83beacbf4fb4d,BOMBA DE COMBUSTIBLE,Bomba de combustible,car,130,fuel-pump,
688be19c6ac83beacbf4fb4d,INYECTORES,Inyectores de combustible,car,131,injector,
688be19c6ac83beacbf4fb4d,BOMBA DE INYECCIÓN,Bomba de inyección de combustible,car,132,injection-pump,
688be19c6ac83beacbf4fb4d,CAUDALÍMETRO,Caudalímetro de combustible,car,133,flow-meter,
688be19c6ac83beacbf4fb4d,CUERPO DE MARAPISO,Cuerpo de mariposa,car,134,throttle-body,
688be19c6ac83beacbf4fb4d,JUNTA DE INYECTOR,Junta del inyector,car,135,gasket,
688be19c6ac83beacbf4fb4d,TUBO DE RETORNO DE COMBUSTIBLE,Tubo de retorno de combustible,car,136,return-tube,
688be19c6ac83beacbf4fb4d,RELÉ DE BOMBA DE COMBUSTIBLE,Relé de bomba de combustible,car,137,relay,
688be19c6ac83beacbf4fb4d,JUNTA DE LA BOMBA DE COMBUSTIBLE,Junta de la bomba de combustible,car,138,gasket,
688be19c6ac83beacbf4fb4d,SONDA LAMBDA,Sonda lambda,car,139,lambda-sensor,
688be19c6ac83beacbf4fb4d,SENSOR TPS,Sensor TPS,car,140,sensor,
688be19c6ac83beacbf4fb4d,ARANDELA DEL INYECTOR,Arandela del inyector,car,141,washer,
688be19c6ac83beacbf4fb4d,REGULADOR DE PRESIÓN DE COMBUSTIBLE,Regulador de presión de combustible,car,142,pressure-regulator,
688be19c6ac83beacbf4fb4d,KIT DE REPARACIÓN DEL INYECTOR,Kit de reparación del inyector,car,143,injector-repair-kit,
688be19c6ac83beacbf4fb4d,RAMPA DE INYECTOR,Rampa de inyector,car,144,injector-rail,
688be19c6ac83beacbf4fb4d,RAMPA DE INYECCIÓN,Rampa de inyección,car,145,injection-rail,
688be19c6ac83beacbf4fb4d,ACUMULADOR DE PRESIÓN DE COMBUSTIBLE,Acumulador de presión de combustible,car,146,pressure-accumulator,
688be19c6ac83beacbf4fb4d,FILTRO DE COMBUSTIBLE,Filtro de combustible,car,147,fuel-filter,
688be19c6ac83beacbf4fb4d,VÁLVULA DEL FILTRO DE ACEITE Y JUNTA,Válvula del filtro de aceite y junta,car,148,valve,
688be19c6ac83beacbf4fb4d,DEPOSITO DE COMBUSTIBLE,Depósito de combustible,car,149,fuel-tank,
688be19c6ac83beacbf4fb4d,TAPA DE DEPÓSITO DE COMBUSTIBLE,Tapa del depósito de combustible,car,150,cap,
688be19c6ac83beacbf4fb4d,VÁLVULA DE VENTILACIÓN DEL DEPÓSITO DEL COMBUSTIBLE,Válvula de ventilación del depósito de combustible,car,151,vent-valve,
688be19c6ac83beacbf4fb4d,SENSOR DE LA PRESIÓN DEL COMBUSTIBLE,Sensor de la presión del combustible,car,152,sensor,
688be19c6ac83beacbf4fb4d,SENSOR DE NIVEL DE COMBUSTIBLE,Sensor de nivel de combustible,car,153,sensor,
688be19c6ac83beacbf4fb4d,SENSOR DEL PEDAL DE ACELERADOR,Sensor del pedal de acelerador,car,154,sensor,
688be19c6ac83beacbf4fb4d,SENSOR DE TEMPERATURA DEL COMBUSTIBLE,Sensor de temperatura del combustible,car,155,sensor,
688be19c6ac83beacbf4fb4d,JUNTA DEL AFORADOR DE COMBUSTIBLE,Junta del aforador de combustible,car,156,gasket,
688be19c6ac83beacbf4fb4d,UNIDAD DEL CONTROL MANDO DE MOTOR,Unidad de control y mando del motor,car,157,ecu,
688be19c6ac83beacbf4fb4d,PIEZAS DEL CARBURADOR,Piezas del carburador,car,158,carburetor-parts,
688be19c6ac83beacbf4fb4d,KIT DE REPARACIÓN DEL CARBURADOR,Kit de reparación del carburador,car,159,carburetor-repair-kit,
688be19c6ac83beacbf4fb4d,BRIDA DE CARBURADOR,Brida de carburador,car,160,carburetor-flange,
688be19c6ac83beacbf4fb4d,LÍQUIDO DE ESCAPE DIPESEL / ADBLUE,Líquido de escape diésel / AdBlue,car,161,adblue,
688be19c6ac83beacbf4fb4d,ADITIVOS DE COMBUSTIBLE,Aditivos de combustible,car,162,fuel-additive,
688be19c6ac83beacbf4fb4d,JUEGO DE REPARACIÓN DE BOMBA DE COMBUSTIBLE,Juego de reparación de bomba de combustible,car,163,fuel-pump-repair-kit,
688be19c6ac83beacbf4fb4d,VÁLVULA DE CORTE DE INYECCIÓN,Válvula de corte de inyección,car,164,cutoff-valve,
688be19c6ac83beacbf4fb4d,TERMOSTATO ENRIQUECIMIENTO ARRANQUE EN FRIO,Termostato de enriquecimiento para arranque en frío,car,165,thermostat,
688be19c6ac83beacbf4fb4d,SENSOR DE AGUA SISTEMA DE COMBUSTIBLE,Sensor de agua del sistema de combustible,car,166,sensor,
688be19c6ac83beacbf4fb4d,JUNTA DE LA TUBERÍA DE COMBUSTIBLE,Junta de la tubería de combustible,car,167,gasket,
688be19c6ac83beacbf4fb4d,BISAGRA DE DEPÓSITO,Bisagra del depósito,car,168,hinge,
688be19c6ac83beacbf4fb4d,JUNTA TÓRICA DE LA BOMBA DE INYECCIÓN,Junta tórica de la bomba de inyección,car,169,oring,
688be19c6ac83beacbf4fb4d,ELEMENTO DE AJUSTE DE LA MARIPOSA,Elemento de ajuste de la mariposa,car,170,throttle-adjustment,
688be19c6ac83beacbf4fb4d,REGULADOR RELENTÍ,Regulador de ralentí,car,171,idle-regulator,
688be19c6ac83beacbf4fb4d,SISTEMA DE INYECCIÓN,Sistema de inyección,car,172,injection-system,
688be19c6ac83beacbf4fb4d,SENSOR DE PRESIÓN DEPÓSITO DE COMBUSTIBLE,Sensor de presión del depósito de combustible,car,173,sensor,
688be19c6ac83beacbf4fb4d,HERRAMIENTAS PARA EL SISTEMA DE COMBUSTIBLE,Herramientas para el sistema de combustible,car,174,tools,
688be19c6ac83beacbf4fb45,Bomba de agua + Kit de distribución,Kit completo de bomba de agua y distribución,car,175,water-pump,
688be19c6ac83beacbf4fb45,KIT DE DISTRIBUCIÓN,Kit completo de distribución,car,176,timing-belt,
688be19c6ac83beacbf4fb45,BOMBA DE AGUA,Bomba de agua,car,177,water-pump,
688be19c6ac83beacbf4fb45,CORREA DE DISTRIBUCIÓN,Correa de distribución,car,178,timing-belt,
688be19c6ac83beacbf4fb45,CORREA POLY V,Correa poly V,car,179,poly-v-belt,
688be19c6ac83beacbf4fb45,KIT DE CORREA POLY V,Kit completo de correa poly V,car,180,poly-v-kit,
688be19c6ac83beacbf4fb45,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,181,tensioner,
688be19c6ac83beacbf4fb45,TENSOR DE LA CORREA DE DISTRIBUCIÓN,Tensor de la correa de distribución,car,182,tensioner,
688be19c6ac83beacbf4fb45,POLEA INVERSIÓN / GUÍA CORREA DE DISTRIBUCÍON,Polea de inversión y guía para correa de distribución,car,183,pulley,
688be19c6ac83beacbf4fb45,AMORTIGUADOR HIDRÁULICO,Amortiguador hidráulico,car,184,hydraulic-damper,
688be19c6ac83beacbf4fb45,TAPA DE CORREA DE DISTRIBUCIÓN,Tapa de correa de distribución,car,185,cover,
688be19c6ac83beacbf4fb45,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,186,tensioner,
688be19c6ac83beacbf4fb45,TENSOR DE CORREA,Tensor de correa,car,187,tensioner,
688be19c6ac83beacbf4fb45,POLEA DE INVERSIÓN,Polea de inversión,car,188,pulley,
688be19c6ac83beacbf4fb45,CORREA TRAPEZOIDAL,Correa trapezoidal,car,189,belt,
688be19c6ac83beacbf4fb45,AMORTIGUADOR DE LA CORREA TRAPECIAL POLI V,Amortiguador de la correa trapecial poli V,car,190,damper,
688be19c6ac83beacbf4fb45,RODILLO GUÍA / DESVIACIÓN CORREA TRAPECIAL,Rodillo guía y desviación para correa trapecial,car,191,roller,
688be19c6ac83beacbf4fb45,KIT DE MONTAJE DE LA CADENA DE DISTRIBUCIÓN,Kit de montaje de la cadena de distribución,car,192,timing-chain-kit,
688be19c6ac83beacbf4fb45,TENSOR DE CADENA DE DISTRIBUCIÓN,Tensor de cadena de distribución,car,193,tensioner,
688be19c6ac83beacbf4fb45,CADENA DE ACCIONAMIENTO,Cadena de accionamiento,car,194,drive-chain,
688be19c6ac83beacbf4fb45,CARRIL DE DESLIZAMIENTO,Carril de deslizamiento,car,195,rail,
688be19c6ac83beacbf4fb45,POLEA DE CIGÜEÑAL,Polea del cigüeñal,car,196,pulley,
688be19c6ac83beacbf4fb45,POLEA LIBRE DEL ALTERNADOR,Polea libre del alternador,car,197,pulley,
688be19c6ac83beacbf4fb45,TORNILLO DE POLEA,Tornillo de polea,car,198,bolt,
688be19c6ac83beacbf4fb45,POLEA SERVOBOMBA,Polea de servobomba,car,199,pulley,
688be19c6ac83beacbf4fb45,MANGUITO FLEXIBLE ACOPLAMIENTO,Manguito flexible de acoplamiento,car,200,flexible-coupling,
688be19c6ac83beacbf4fb45,JUNA DE TENSOR DE LA CADENA DE DISTRIBUCIÓN,Junta del tensor de la cadena de distribución,car,201,gasket,
688be19c6ac83beacbf4fb45,POLEA TENSORA CORREA TRAPEZOIDAL,Polea tensora para correa trapezoidal,car,202,tensioner,
688be19c6ac83beacbf4fb45,HERRAMIENTAS PARA CORREAS / CADENAS,Herramientas para correas y cadenas,car,203,tools,
688be19c6ac83beacbf4fb38,NEUMÁTICOS,Neumáticos para vehículos,car,204,tires,
688be19c6ac83beacbf4fb38,TAPACUBOS,Tapacubos para ruedas,car,205,hubcap,
688be19c6ac83beacbf4fb38,JUEGO DE FUNDAS PARA NEUMÁTICOS,Juego de fundas para neumáticos,car,206,tire-covers,
688be19c6ac83beacbf4fb38,CUÑAS PARA RUEDAS,Cuñas para ruedas,car,207,wheel-chock,
688be19c6ac83beacbf4fb38,LLAVES DE CRUCETA,Llaves de cruceta,car,208,wheel-wrench,
688be19c6ac83beacbf4fb38,CADENAS PARA NIEVE,Cadenas para nieve,car,209,snow-chains,
688be19c6ac83beacbf4fb38,GATO PARA COCHES,Gato para coches,car,210,jack,
688be19c6ac83beacbf4fb38,COMPRESOR DE AIRE,Compresor de aire,car,211,air-compressor,
688be19c6ac83beacbf4fb38,KIT DE REPARACIÓN DE NEUMÁTICO,Kit de reparación de neumático,car,212,tire-repair-kit,
688be19c6ac83beacbf4fb38,TORNILLOS DE RUEDA,Tornillos de rueda,car,213,wheel-bolt,
688be19c6ac83beacbf4fb38,ENSANCHAMIENTO ANCHO VÍA,Ensanchamiento de ancho de vía,car,214,wheel-spacer,
688be19c6ac83beacbf4fb38,PRODUCTOS DE LIMPIEZA Y CUIDADO INTERIOR DE AUT,Productos de limpieza y cuidado interior de automóviles,car,215,interior-cleaner,
688be19c6ac83beacbf4fb38,PASTA DE MONTAJE PARA TUBOS DE ESCAPE,Pasta de montaje para tubos de escape,car,216,exhaust-paste,
688be19c6ac83beacbf4fb38,ADHEVISO DE CAUCHO,Adhesivo de caucho,car,217,rubber-adhesive,
688be19c6ac83beacbf4fb38,CONTROL DE PRESIÓN DE NEUMÁTICOS,Control de presión de neumáticos,car,218,tire-pressure-monitor,
688be19c6ac83beacbf4fb38,TUERCAS DE RUEDA,Tuercas de rueda,car,219,wheel-nut,
688be19c6ac83beacbf4fb39,DISCOS DE FRENOS,Discos de frenos,car,220,brake-disc,
688be19c6ac83beacbf4fb39,PASTILLAS DE FRENO,Pastillas de freno,car,221,brake-pad,
688be19c6ac83beacbf4fb39,KIT DE REPARACIÓN PINZA DE FRENOS,Kit de reparación de pinza de frenos,car,222,brake-caliper-repair-kit,
688be19c6ac83beacbf4fb39,ÉMBOLO PINZA DE FRENO,Émbolo de pinza de freno,car,223,brake-piston,
688be19c6ac83beacbf4fb39,PASADOR DE PASTILLAS DE FRENO,Pasador de pastillas de freno,car,224,brake-pin,
688be19c6ac83beacbf4fb39,SOPORTE PINZA DWE FRENO,Soporte de pinza de freno,car,225,brake-bracket,
688be19c6ac83beacbf4fb39,INTERRUPTOR DE LUZ DE FRENO,Interruptor de luz de freno,car,226,brake-light-switch,
688be19c6ac83beacbf4fb39,JUEGO DE FRENOS,Juego de frenos,car,227,brake-kit,
688be19c6ac83beacbf4fb39,PROTECTOR DE DISCO DE FRENO,Protector de disco de freno,car,228,brake-disc-protector,
688be19c6ac83beacbf4fb39,ZAPATAS DE FRENO,Zapatas de freno,car,229,brake-shoe,
688be19c6ac83beacbf4fb39,TAMBOR DE FRENO,Tambor de freno,car,230,brake-drum,
688be19c6ac83beacbf4fb39,JUEGO DE ACCESORIOS ZAPATAS DE FRENO,Juego de accesorios para zapatas de freno,car,231,brake-shoe-kit,
688be19c6ac83beacbf4fb39,KIT DE FRENO DE TAMBOR,Kit de freno de tambor,car,232,brake-drum-kit,
688be19c6ac83beacbf4fb39,LATIGUILLOS DE FRENO,Látiguillos de freno,car,233,brake-hose,
