categoryName,name,description,vehicleType,order,icon,image
688c02b2df9078b46ff2cca4,CULATA,Culata del motor,car,35,cylinder-head,
688c02b2df9078b46ff2cca4,TAPA DE BALANCINES,Tapa de balancines,car,36,cover,
688c02b2df9078b46ff2cca4,COJINETES DEL ÁRBOL DE LEVAS,Cojinetes del árbol de levas,car,37,bearing,
688c02b2df9078b46ff2cca4,RETÉN DE CIGÜEÑAL,Retén del cigüeñal,car,38,seal,
688c02b2df9078b46ff2cca4,SEGMENTOS DE PISTON,Segmentos de pistón,car,39,piston-ring,
688c02b2df9078b46ff2cca4,JUEGOS DE JUNTAS DE MOTOR,Juegos de juntas del motor,car,40,gasket-set,
688c02b2df9078b46ff2cca4,PISTÓNS,Pistones del motor,car,41,piston,
688c02b2df9078b46ff2cca4,JUEGO COMPLETO DE JUNTAS DE MOTOR,Juego completo de juntas del motor,car,42,gasket-set,
688c02b2df9078b46ff2cca4,VOLANTE BIMASA,Volante bimasa,car,43,flywheel,
688c02b2df9078b46ff2cca4,APOYO DEL CIGÜEÑAL,Apoyo del cigüeñal,car,44,bearing,
688c02b2df9078b46ff2cca4,DISCOS DEL CIGÜEÑAL,Discos del cigüeñal,car,45,disk,
688c02b2df9078b46ff2cca4,BLOQUE MOTOR,Bloque del motor,car,46,engine-block,
688c02b2df9078b46ff2cca4,ACEITE DE MOTOR,Aceite para el motor,car,47,oil,
688c02b2df9078b46ff2cca4,CÉRTER DE ACEITE,Cárter de aceite,car,48,oil-pan,
688c02b2df9078b46ff2cca4,TAPON DE CÁRTER,Tapón del cárter,car,49,plug,
688c02b2df9078b46ff2cca4,BOMBA DE ACEITE,Bomba de aceite del motor,car,50,oil-pump,
688c02b2df9078b46ff2cca4,ARANDELA DE TAPON DE CÉRTER,Arandela del tapón del cárter,car,51,washer,
688c02b2df9078b46ff2cca4,VARILLA DE ACEITE,Varilla de aceite,car,52,dipstick,
688c02b2df9078b46ff2cca4,JUNTA DEL CÁRTER,Junta del cárter,car,53,gasket,
688c02b2df9078b46ff2cca4,SENSOR DE PRESIÓN DE ACEITE,Sensor de presión de aceite,car,54,sensor,
688c02b2df9078b46ff2cca4,ENFRIADOR DE ACEITE,Enfriador de aceite,car,55,oil-cooler,
688c02b2df9078b46ff2cca4,SENSOR DEL NIVEL DE ACEITE DEL MOTOR,Sensor del nivel de aceite del motor,car,56,sensor,
688c02b2df9078b46ff2cca4,TUBO DE ASPIRACÓN DE BOMBA DEL ACEITE,Tubo de aspiración de la bomba de aceite,car,57,tube,
688c02b2df9078b46ff2cca4,CORREA TRAPEZOIDAL,Correa trapezoidal,car,58,belt,
688c02b2df9078b46ff2cca4,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,59,tensioner,
688c02b2df9078b46ff2cca4,TENSOR DE CORREA,Tensor de correa,car,60,tensioner,
688c02b2df9078b46ff2cca4,POLEA DE INVERSIÓN,Polea de inversión,car,61,pulley,
688c02b2df9078b46ff2cca4,JUNTA DE TURBOCOMPRESOR,Junta del turbocompresor,car,62,gasket,
688c02b2df9078b46ff2cca4,TRANSDUCTOR DE PRESIÓN,Transductor de presión,car,63,transducer,
688c02b2df9078b46ff2cca4,MANGUERA TURBO,Manguera del turbo,car,64,hose,
688c02b2df9078b46ff2cca4,SENSOR DE PRESIÓN DE ADMISIÓN,Sensor de presión de admisión,car,65,sensor,
688c02b2df9078b46ff2cca4,SENSOR DE PRESIÓN DEL AIRE DE ADMISIÓN,Sensor de presión del aire de admisión,car,66,sensor,
688c02b2df9078b46ff2cca4,CABLE DEL ACELERADOR,Cable del acelerador,car,67,cable,
688c02b2df9078b46ff2cca4,VÁLVULA DE ALIVIO,Válvula de alivio,car,68,valve,
688c02b2df9078b46ff2cca4,BOMBA DE AGUA,Bomba de agua del motor,car,69,water-pump,
688c02b2df9078b46ff2cca4,TERMOSTATO,Termostato del motor,car,70,thermostat,
688c02b2df9078b46ff2cca4,RADIADOR DE MOTOR,Radiador del motor,car,71,radiator,
688c02b2df9078b46ff2cca4,JUEGO DE MONTAJE TURBOCOMPRESOR,Juego de montaje del turbocompresor,car,72,turbo-kit,
688c02b2df9078b46ff2cca4,VASO DE EXPASIÓN,Vaso de expansión,car,73,expansion-tank,
688c02b2df9078b46ff2cca4,SENSOR DE TEMPERATURA DEL REFRIGERANTE,Sensor de temperatura del refrigerante,car,74,sensor,
688c02b2df9078b46ff2cca4,ANTICOGELNATE,Anticongelante,car,75,antifreeze,
688c02b2df9078b46ff2cca4,VENTILADOR DEL RADIADOR,Ventilador del radiador,car,76,fan,
688c02b2df9078b46ff2cca4,TAPA DE DEPOSITO DE AGUA,Tapa del depósito de agua,car,77,cap,
688c02b2df9078b46ff2cca4,MANGUITOS DE RADIADOR,Manguitos del radiador,car,78,hose,
688c02b2df9078b46ff2cca4,JUNTA DE AGUA REFRIGERANTE,Junta de agua refrigerante,car,79,gasket,
688c02b2df9078b46ff2cca4,EMBRAGUE DEL VENTILADOR,Embrague del ventilador,car,80,clutch,
688c02b2df9078b46ff2cca4,TERMOCONTACTO VENTILADO,Termocontacto ventilado,car,81,thermo-switch,
688c02b2df9078b46ff2cca4,BOBINA DE ENCENDIDO,Bobina de encendido,car,82,ignition-coil,
688c02b2df9078b46ff2cca4,BUJÍA DE ENCENDIDO,Bujía de encendido,car,83,spark-plug,
688c02b2df9078b46ff2cca4,BUJÍA DE PRECALENTAMIENTO,Bujía de precalentamiento,car,84,glow-plug,
688c02b2df9078b46ff2cca4,SENSOR DE ARBOL DE LEVAS,Sensor del árbol de levas,car,85,sensor,
688c02b2df9078b46ff2cca4,CABLES DE BUJÍAS,Cables de bujías,car,86,spark-plug-wire,
688c02b2df9078b46ff2cca4,SENSOR DE CIGÜEÑAL,Sensor del cigüeñal,car,87,sensor,
688c02b2df9078b46ff2cca4,TAPA DE DELCO,Tapa del delco,car,88,cap,
688c02b2df9078b46ff2cca4,ROTOR DE DISTRIBUCIÓN,Rotor de distribución,car,89,rotor,
688c02b2df9078b46ff2cca4,FILTRO DE ACEITE,Filtro de aceite,car,90,oil-filter,
688c02b2df9078b46ff2cca4,FILTRO DE AIRE,Filtro de aire,car,91,air-filter,
688c02b2df9078b46ff2cca4,FILTRO DE COMBUSTIBLE,Filtro de combustible,car,92,fuel-filter,
688c02b2df9078b46ff2cca4,SISTEMA DE VENTILACIÓN DE CÁRTER,Sistema de ventilación del cárter,car,93,ventilation,
688c02b2df9078b46ff2cca4,JUNTA DE COLECTOR DE ADMISIÓN,Junta del colector de admisión,car,94,gasket,
688c02b2df9078b46ff2cca4,JUNTA DE COLECTOR DE ESCAPE,Junta del colector de escape,car,95,gasket,
688c02b2df9078b46ff2cca4,COLECTORES DE ADMISIÓN,Colectores de admisión,car,96,manifold,
688c02b2df9078b46ff2cca4,VÁLVULA DE REGULACIÓN DEL AIRE DE ADMISIÓN,Válvula de regulación del aire de admisión,car,97,valve,
688c02b2df9078b46ff2cca4,SISTEMA ELÉCTRICO DEL MOTOR,Sistema eléctrico del motor,car,98,electrical,
688c02b2df9078b46ff2cca4,SONDA LAMBDA,Sonda lambda,car,99,lambda-sensor,
688c02b2df9078b46ff2cca4,JUNTA INYECTOR,Junta del inyector,car,100,gasket,
688c02b2df9078b46ff2cca4,BOMBA DE INYECCIÓN,Bomba de inyección,car,101,injection-pump,
688c02b2df9078b46ff2cca4,REGULADOR DE PRESIÓN DE COMBUSTIBLE,Regulador de presión de combustible,car,102,pressure-regulator,
688c02b2df9078b46ff2cca4,VÁLVULA EGR,Válvula EGR,car,103,egr-valve,
688c02b2df9078b46ff2cca4,REFRIGERADOR DE GAS DE ESCAPE,Refrigerador de gas de escape,car,104,exhaust-cooler,
688c02b2df9078b46ff2cca4,POLEA DE CIGÜEÑAL,Polea del cigüeñal,car,105,pulley,
688c02b2df9078b46ff2cca4,TORNILLO DE LA POLEA,Tornillo de la polea,car,106,bolt,
688c02b2df9078b46ff2cca4,DEPRESOR DE FRENO,Depresor de freno,car,107,brake-booster,
688c02b2df9078b46ff2cca4,SELLADOR PARA EL BLOQUE DEL MOTOR,Sellador para el bloque del motor,car,108,sealant,
688c02b2df9078b46ff2cca4,SELLADOR DE USO GENERAL,Sellador de uso general,car,109,sealant,
688c02b2df9078b46ff2cca4,FIJADORES DE ROSCA,Fijadores de rosca,car,110,thread-locker,
688c02b2df9078b46ff2cca4,PRODUCTOS DE LIMPIEZA DEL MOTOR Y SISTEMA,Productos de limpieza del motor y sistema,car,111,cleaner,
688c02b2df9078b46ff2cca4,TINTURA DE DETECCIÓN DE FUGAS,Tintura de detección de fugas,car,112,leak-detector,
688c02b2df9078b46ff2cca4,PRODUCTO RECTIFICADOR DE VÁLVULAS,Producto rectificador de válvulas,car,113,valve-grinding,
688c02b2df9078b46ff2cca4,SPRAYS Y AEROSOLES TÉCNICOS,Sprays y aerosoles técnicos,car,114,spray,
688c02b2df9078b46ff2cca4,PINTUA DEL MOTOR Y ALTA TEMPERATURA,Pintura del motor y alta temperatura,car,115,high-temp-paint,
688c02b2df9078b46ff2cca4,ADITIVOS DE ACEITE DE MOTOR,Aditivos de aceite de motor,car,116,oil-additive,
688c02b2df9078b46ff2cca4,ADITIVOS DE TURBOCOMPRESOR,Aditivos de turbocompresor,car,117,turbo-additive,
688c02b2df9078b46ff2cca4,KIT DE JUNTAS TÓRICAS DE LA CAMISA DEL CILINDRO,Kit de juntas tóricas de la camisa del cilindro,car,118,oring-kit,
688c02b2df9078b46ff2cca4,RETÉN DE LA BOMBA DE ACEITE,Retén de la bomba de aceite,car,119,seal,
688c02b2df9078b46ff2cca4,RETÉN DEL ÁRBOL INTERMEDIO,Retén del árbol intermedio,car,120,seal,
688c02b2df9078b46ff2cca4,TORNILLOS PARA BIELA Y TURCA PARA BIELA,Tornillos para biela y tuerca para biela,car,121,bolt,
688c02b2df9078b46ff2cca4,CAMISA DE CILINDRO,Camisa de cilindro,car,122,cylinder-liner,
688c02b2df9078b46ff2cca4,CASQUILLO DE PIE DE BIELA,Casquillo de pie de biela,car,123,bearing,
688c02b2df9078b46ff2cca4,BIELA,Biela,car,124,connecting-rod,
688c02b2df9078b46ff2cca4,CIGÜEÑAL,Cigüeñal,car,125,crankshaft,
688c02b2df9078b46ff2cca4,HERRAMIENTAS PARA MOTOR,Herramientas para motor,car,126,tools,
688c02b2df9078b46ff2cca4,ÁRBOL INTERMEDIO DE COMPENSAIÓN Y ÁRBOL DE,Árbol intermedio de compensación y árbol de,car,127,intermediate-shaft,
688c02b2df9078b46ff2cca4,TORNILLO DEL COJINETE DEL CIGÜEÑAL,Tornillo del cojinete del cigüeñal,car,128,bolt,
688c02b2df9078b46ff2cca4,JUEGO DE JUNTAS CULATA,Juego de juntas de culata,car,129,head-gasket-set,
688c02b2df9078b46ff2ccb5,BOMBA DE COMBUSTIBLE,Bomba de combustible,car,130,fuel-pump,
688c02b2df9078b46ff2ccb5,INYECTORES,Inyectores de combustible,car,131,injector,
688c02b2df9078b46ff2ccb5,BOMBA DE INYECCIÓN,Bomba de inyección de combustible,car,132,injection-pump,
688c02b2df9078b46ff2ccb5,CAUDALÍMETRO,Caudalímetro de combustible,car,133,flow-meter,
688c02b2df9078b46ff2ccb5,CUERPO DE MARAPISO,Cuerpo de mariposa,car,134,throttle-body,
688c02b2df9078b46ff2ccb5,JUNTA DE INYECTOR,Junta del inyector,car,135,gasket,
688c02b2df9078b46ff2ccb5,TUBO DE RETORNO DE COMBUSTIBLE,Tubo de retorno de combustible,car,136,return-tube,
688c02b2df9078b46ff2ccb5,RELÉ DE BOMBA DE COMBUSTIBLE,Relé de bomba de combustible,car,137,relay,
688c02b2df9078b46ff2ccb5,JUNTA DE LA BOMBA DE COMBUSTIBLE,Junta de la bomba de combustible,car,138,gasket,
688c02b2df9078b46ff2ccb5,SONDA LAMBDA,Sonda lambda,car,139,lambda-sensor,
688c02b2df9078b46ff2ccb5,SENSOR TPS,Sensor TPS,car,140,sensor,
688c02b2df9078b46ff2ccb5,ARANDELA DEL INYECTOR,Arandela del inyector,car,141,washer,
688c02b2df9078b46ff2ccb5,REGULADOR DE PRESIÓN DE COMBUSTIBLE,Regulador de presión de combustible,car,142,pressure-regulator,
688c02b2df9078b46ff2ccb5,KIT DE REPARACIÓN DEL INYECTOR,Kit de reparación del inyector,car,143,injector-repair-kit,
688c02b2df9078b46ff2ccb5,RAMPA DE INYECTOR,Rampa de inyector,car,144,injector-rail,
688c02b2df9078b46ff2ccb5,RAMPA DE INYECCIÓN,Rampa de inyección,car,145,injection-rail,
688c02b2df9078b46ff2ccb5,ACUMULADOR DE PRESIÓN DE COMBUSTIBLE,Acumulador de presión de combustible,car,146,pressure-accumulator,
688c02b2df9078b46ff2ccb5,FILTRO DE COMBUSTIBLE,Filtro de combustible,car,147,fuel-filter,
688c02b2df9078b46ff2ccb5,VÁLVULA DEL FILTRO DE ACEITE Y JUNTA,Válvula del filtro de aceite y junta,car,148,valve,
688c02b2df9078b46ff2ccb5,DEPOSITO DE COMBUSTIBLE,Depósito de combustible,car,149,fuel-tank,
688c02b2df9078b46ff2ccb5,TAPA DE DEPÓSITO DE COMBUSTIBLE,Tapa del depósito de combustible,car,150,cap,
688c02b2df9078b46ff2ccb5,VÁLVULA DE VENTILACIÓN DEL DEPÓSITO DEL COMBUSTIBLE,Válvula de ventilación del depósito de combustible,car,151,vent-valve,
688c02b2df9078b46ff2ccb5,SENSOR DE LA PRESIÓN DEL COMBUSTIBLE,Sensor de la presión del combustible,car,152,sensor,
688c02b2df9078b46ff2ccb5,SENSOR DE NIVEL DE COMBUSTIBLE,Sensor de nivel de combustible,car,153,sensor,
688c02b2df9078b46ff2ccb5,SENSOR DEL PEDAL DE ACELERADOR,Sensor del pedal de acelerador,car,154,sensor,
688c02b2df9078b46ff2ccb5,SENSOR DE TEMPERATURA DEL COMBUSTIBLE,Sensor de temperatura del combustible,car,155,sensor,
688c02b2df9078b46ff2ccb5,JUNTA DEL AFORADOR DE COMBUSTIBLE,Junta del aforador de combustible,car,156,gasket,
688c02b2df9078b46ff2ccb5,UNIDAD DEL CONTROL MANDO DE MOTOR,Unidad de control y mando del motor,car,157,ecu,
688c02b2df9078b46ff2ccb5,PIEZAS DEL CARBURADOR,Piezas del carburador,car,158,carburetor-parts,
688c02b2df9078b46ff2ccb5,KIT DE REPARACIÓN DEL CARBURADOR,Kit de reparación del carburador,car,159,carburetor-repair-kit,
688c02b2df9078b46ff2ccb5,BRIDA DE CARBURADOR,Brida de carburador,car,160,carburetor-flange,
688c02b2df9078b46ff2ccb5,LÍQUIDO DE ESCAPE DIPESEL / ADBLUE,Líquido de escape diésel / AdBlue,car,161,adblue,
688c02b2df9078b46ff2ccb5,ADITIVOS DE COMBUSTIBLE,Aditivos de combustible,car,162,fuel-additive,
688c02b2df9078b46ff2ccb5,JUEGO DE REPARACIÓN DE BOMBA DE COMBUSTIBLE,Juego de reparación de bomba de combustible,car,163,fuel-pump-repair-kit,
688c02b2df9078b46ff2ccb5,VÁLVULA DE CORTE DE INYECCIÓN,Válvula de corte de inyección,car,164,cutoff-valve,
688c02b2df9078b46ff2ccb5,TERMOSTATO ENRIQUECIMIENTO ARRANQUE EN FRIO,Termostato de enriquecimiento para arranque en frío,car,165,thermostat,
688c02b2df9078b46ff2ccb5,SENSOR DE AGUA SISTEMA DE COMBUSTIBLE,Sensor de agua del sistema de combustible,car,166,sensor,
688c02b2df9078b46ff2ccb5,JUNTA DE LA TUBERÍA DE COMBUSTIBLE,Junta de la tubería de combustible,car,167,gasket,
688c02b2df9078b46ff2ccb5,BISAGRA DE DEPÓSITO,Bisagra del depósito,car,168,hinge,
688c02b2df9078b46ff2ccb5,JUNTA TÓRICA DE LA BOMBA DE INYECCIÓN,Junta tórica de la bomba de inyección,car,169,oring,
688c02b2df9078b46ff2ccb5,ELEMENTO DE AJUSTE DE LA MARIPOSA,Elemento de ajuste de la mariposa,car,170,throttle-adjustment,
688c02b2df9078b46ff2ccb5,REGULADOR RELENTÍ,Regulador de ralentí,car,171,idle-regulator,
688c02b2df9078b46ff2ccb5,SISTEMA DE INYECCIÓN,Sistema de inyección,car,172,injection-system,
688c02b2df9078b46ff2ccb5,SENSOR DE PRESIÓN DEPÓSITO DE COMBUSTIBLE,Sensor de presión del depósito de combustible,car,173,sensor,
688c02b2df9078b46ff2ccb5,HERRAMIENTAS PARA EL SISTEMA DE COMBUSTIBLE,Herramientas para el sistema de combustible,car,174,tools,
688c02b2df9078b46ff2ccad,Bomba de agua + Kit de distribución,Kit completo de bomba de agua y distribución,car,175,water-pump,
688c02b2df9078b46ff2ccad,KIT DE DISTRIBUCIÓN,Kit completo de distribución,car,176,timing-belt,
688c02b2df9078b46ff2ccad,BOMBA DE AGUA,Bomba de agua,car,177,water-pump,
688c02b2df9078b46ff2ccad,CORREA DE DISTRIBUCIÓN,Correa de distribución,car,178,timing-belt,
688c02b2df9078b46ff2ccad,CORREA POLY V,Correa poly V,car,179,poly-v-belt,
688c02b2df9078b46ff2ccad,KIT DE CORREA POLY V,Kit completo de correa poly V,car,180,poly-v-kit,
688c02b2df9078b46ff2ccad,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,181,tensioner,
688c02b2df9078b46ff2ccad,TENSOR DE LA CORREA DE DISTRIBUCIÓN,Tensor de la correa de distribución,car,182,tensioner,
688c02b2df9078b46ff2ccad,POLEA INVERSIÓN / GUÍA CORREA DE DISTRIBUCÍON,Polea de inversión y guía para correa de distribución,car,183,pulley,
688c02b2df9078b46ff2ccad,AMORTIGUADOR HIDRÁULICO,Amortiguador hidráulico,car,184,hydraulic-damper,
688c02b2df9078b46ff2ccad,TAPA DE CORREA DE DISTRIBUCIÓN,Tapa de correa de distribución,car,185,cover,
688c02b2df9078b46ff2ccad,POLEA TENSORA CORREA DENTADA,Polea tensora para correa dentada,car,186,tensioner,
688c02b2df9078b46ff2ccad,TENSOR DE CORREA,Tensor de correa,car,187,tensioner,
688c02b2df9078b46ff2ccad,POLEA DE INVERSIÓN,Polea de inversión,car,188,pulley,
688c02b2df9078b46ff2ccad,CORREA TRAPEZOIDAL,Correa trapezoidal,car,189,belt,
688c02b2df9078b46ff2ccad,AMORTIGUADOR DE LA CORREA TRAPECIAL POLI V,Amortiguador de la correa trapecial poli V,car,190,damper,
688c02b2df9078b46ff2ccad,RODILLO GUÍA / DESVIACIÓN CORREA TRAPECIAL,Rodillo guía y desviación para correa trapecial,car,191,roller,
688c02b2df9078b46ff2ccad,KIT DE MONTAJE DE LA CADENA DE DISTRIBUCIÓN,Kit de montaje de la cadena de distribución,car,192,timing-chain-kit,
688c02b2df9078b46ff2ccad,TENSOR DE CADENA DE DISTRIBUCIÓN,Tensor de cadena de distribución,car,193,tensioner,
688c02b2df9078b46ff2ccad,CADENA DE ACCIONAMIENTO,Cadena de accionamiento,car,194,drive-chain,
688c02b2df9078b46ff2ccad,CARRIL DE DESLIZAMIENTO,Carril de deslizamiento,car,195,rail,
688c02b2df9078b46ff2ccad,POLEA DE CIGÜEÑAL,Polea del cigüeñal,car,196,pulley,
688c02b2df9078b46ff2ccad,POLEA LIBRE DEL ALTERNADOR,Polea libre del alternador,car,197,pulley,
688c02b2df9078b46ff2ccad,TORNILLO DE POLEA,Tornillo de polea,car,198,bolt,
688c02b2df9078b46ff2ccad,POLEA SERVOBOMBA,Polea de servobomba,car,199,pulley,
688c02b2df9078b46ff2ccad,MANGUITO FLEXIBLE ACOPLAMIENTO,Manguito flexible de acoplamiento,car,200,flexible-coupling,
688c02b2df9078b46ff2ccad,JUNA DE TENSOR DE LA CADENA DE DISTRIBUCIÓN,Junta del tensor de la cadena de distribución,car,201,gasket,
688c02b2df9078b46ff2ccad,POLEA TENSORA CORREA TRAPEZOIDAL,Polea tensora para correa trapezoidal,car,202,tensioner,
688c02b2df9078b46ff2ccad,HERRAMIENTAS PARA CORREAS / CADENAS,Herramientas para correas y cadenas,car,203,tools,
688c02b2df9078b46ff2cca0,NEUMÁTICOS,Neumáticos para vehículos,car,204,tires,
688c02b2df9078b46ff2cca0,TAPACUBOS,Tapacubos para ruedas,car,205,hubcap,
688c02b2df9078b46ff2cca0,JUEGO DE FUNDAS PARA NEUMÁTICOS,Juego de fundas para neumáticos,car,206,tire-covers,
688c02b2df9078b46ff2cca0,CUÑAS PARA RUEDAS,Cuñas para ruedas,car,207,wheel-chock,
688c02b2df9078b46ff2cca0,LLAVES DE CRUCETA,Llaves de cruceta,car,208,wheel-wrench,
688c02b2df9078b46ff2cca0,CADENAS PARA NIEVE,Cadenas para nieve,car,209,snow-chains,
688c02b2df9078b46ff2cca0,GATO PARA COCHES,Gato para coches,car,210,jack,
688c02b2df9078b46ff2cca0,COMPRESOR DE AIRE,Compresor de aire,car,211,air-compressor,
688c02b2df9078b46ff2cca0,KIT DE REPARACIÓN DE NEUMÁTICO,Kit de reparación de neumático,car,212,tire-repair-kit,
688c02b2df9078b46ff2cca0,TORNILLOS DE RUEDA,Tornillos de rueda,car,213,wheel-bolt,
688c02b2df9078b46ff2cca0,ENSANCHAMIENTO ANCHO VÍA,Ensanchamiento de ancho de vía,car,214,wheel-spacer,
688c02b2df9078b46ff2cca0,PRODUCTOS DE LIMPIEZA Y CUIDADO INTERIOR DE AUT,Productos de limpieza y cuidado interior de automóviles,car,215,interior-cleaner,
688c02b2df9078b46ff2cca0,PASTA DE MONTAJE PARA TUBOS DE ESCAPE,Pasta de montaje para tubos de escape,car,216,exhaust-paste,
688c02b2df9078b46ff2cca0,ADHEVISO DE CAUCHO,Adhesivo de caucho,car,217,rubber-adhesive,
688c02b2df9078b46ff2cca0,CONTROL DE PRESIÓN DE NEUMÁTICOS,Control de presión de neumáticos,car,218,tire-pressure-monitor,
688c02b2df9078b46ff2cca0,TUERCAS DE RUEDA,Tuercas de rueda,car,219,wheel-nut,
688c02b2df9078b46ff2cca1,DISCOS DE FRENOS,Discos de frenos,car,220,brake-disc,
688c02b2df9078b46ff2cca1,PASTILLAS DE FRENO,Pastillas de freno,car,221,brake-pad,
688c02b2df9078b46ff2cca1,KIT DE REPARACIÓN PINZA DE FRENOS,Kit de reparación de pinza de frenos,car,222,brake-caliper-repair-kit,
688c02b2df9078b46ff2cca1,ÉMBOLO PINZA DE FRENO,Émbolo de pinza de freno,car,223,brake-piston,
688c02b2df9078b46ff2cca1,PASADOR DE PASTILLAS DE FRENO,Pasador de pastillas de freno,car,224,brake-pin,
688c02b2df9078b46ff2cca1,SOPORTE PINZA DWE FRENO,Soporte de pinza de freno,car,225,brake-bracket,
688c02b2df9078b46ff2cca1,INTERRUPTOR DE LUZ DE FRENO,Interruptor de luz de freno,car,226,brake-light-switch,
688c02b2df9078b46ff2cca1,JUEGO DE FRENOS,Juego de frenos,car,227,brake-kit,
688c02b2df9078b46ff2cca1,PROTECTOR DE DISCO DE FRENO,Protector de disco de freno,car,228,brake-disc-protector,
688c02b2df9078b46ff2cca1,ZAPATAS DE FRENO,Zapatas de freno,car,229,brake-shoe,
688c02b2df9078b46ff2cca1,TAMBOR DE FRENO,Tambor de freno,car,230,brake-drum,
688c02b2df9078b46ff2cca1,JUEGO DE ACCESORIOS ZAPATAS DE FRENO,Juego de accesorios para zapatas de freno,car,231,brake-shoe-kit,
688c02b2df9078b46ff2cca1,KIT DE FRENO DE TAMBOR,Kit de freno de tambor,car,232,brake-drum-kit,
688c02b2df9078b46ff2cca1,LATIGUILLOS DE FRENO,Látiguillos de freno,car,233,brake-hose,
688c02b2df9078b46ff2cca1,LIQUIDO DE FRENO,Líquido de freno,car,234,brake-fluid,
688c02b2df9078b46ff2cca1,TUBERIAS DE FRENO,Tuberías de freno,car,235,brake-pipe,
